TIME,EVENT,"TempMandata_Mevo","TempRitorno_Mevo","VersioneSoftware1_Mevo","VersioneSoftware2_Mevo","VersioneSoftware3_Mevo","TempAcs","Alta_Pressione_Mevo","Bassa_Pressione_Mevo","PosValvola_Mevo","VelCompressore_Mevo","Portata_ACS","Portata_Impianto","VersioneOS_1_Mevo","VersioneOS_2_Mevo","VersioneOS_3_Mevo"
2025-05-06T10:45:59+02:00,,29.300000,23.700000,3,1,1,31.500000,10.400000,4.400000,244,35.000000,1104.000000,1154.000000,6,0,4
2025-05-12T16:04:15+02:00,,29.600000,25.700000,3,1,1,32.500000,10.100000,4.800000,354,35.400000,0.000000,650.000000,6,0,4
