TIME,EVENT,"TempMandata_Mevo","TempRitorno_Mevo","VersioneSoftware1_Mevo","VersioneSoftware2_Mevo","VersioneSoftware3_Mevo","TempAcs","Alta_Pressione_Mevo","Bassa_Pressione_Mevo","PosValvola_Mevo","VelCompressore_Mevo","Portata_Sorgente","Portata_Impianto","VersioneOS_1_Mevo","VersioneOS_2_Mevo","VersioneOS_3_Mevo","Verifica_Sonde_NTC_Macchina","Verifica_Trasduttori","Verifica_Bobina_4_Vie","Verifica_EEV_1","Verifica_EEV_2","Verifica_Resistenza_Vaschetta","Verifica_Ventilatore_1","Verifica_Ventilatore_2","GasRefrigerante","Portata_ACS","Pompa_ACS_Installata"
2025-06-16T15:19:16+02:00,,18.400000,19.600000,3,1,3,37.000000,12.700000,5.900000,425,37.200000,0.000000,3617.999600,6,0,4,1,1,0,1,1,1,1,1,0,3309.000000,1
